"TEMA
ORIGEM",TEMA CÓDIGO,PALAVRAS-CHAVES,SITUAÇÃO/OBSERVAÇÕES,REGEX
STF,1002,(Defensoria Pública OU DP OU Defensoria Pública estadual OU defensor público) E (honorários sucumbenciais OU honorários advocatícios OU verba sucumbencial OU sucumbência OU honorários) E (ente público OU Fazenda Pública OU pessoa jurídica de direito público OU ente federativo OU Estado OU município) E (litígio contra o próprio ente OU demanda contra ente ao qual vinculada OU parte vencedora OU integra) E (autonomia funcional OU autonomia administrativa OU autonomia financeira OU autonomia institucional) E (aparelhamento OU aparelhamento da Defensoria Pública OU estruturação institucional OU fortalecimento institucional) E (fundo OU fundo da Defensoria Pública OU destinação de verbas sucumbenciais OU recursos institucionais) E (vedação ao rateio OU não rateio entre membros) E (Súmula 421 do STJ OU superação da Súmula 421) E (RE 1140005 OU Tema 1002) E (pagamento de honorários à Defensoria OU recebimento de honorários pela Defensoria) E (órgão constitucional autônomo OU ausência de subordinação ao Poder Executivo) E (modulação dos efeitos OU segurança jurídica OU trânsito em julgado OU preclusão ou coisa julgada),TRÂNSITO EM JULGADO,(?=.*?\b(Defensoria\ Pública\ estadual|Defensoria\ Pública|defensor\ público|DP)\b)(?=.*?\b(honorários\ sucumbenciais|honorários\ advocatícios|verba\ sucumbencial|sucumbência|honorários)\b)(?=.*?\b(pessoa\ jurídica\ de\ direito\ público|Fazenda\ Pública|ente\ federativo|ente\ público|município|Estado)\b)(?=.*?\b(demanda\ contra\ ente\ ao\ qual\ vinculada|litígio\ contra\ o\ próprio\ ente|parte\ vencedora|integra)\b)(?=.*?\b(autonomia\ administrativa|autonomia\ institucional|autonomia\ financeira|autonomia\ funcional)\b)(?=.*?\b(aparelhamento\ da\ Defensoria\ Pública|fortalecimento\ institucional|estruturação\ institucional|aparelhamento)\b)(?=.*?\b(destinação\ de\ verbas\ sucumbenciais|fundo\ da\ Defensoria\ Pública|recursos\ institucionais|fundo)\b)(?=.*?\b(não\ rateio\ entre\ membros|vedação\ ao\ rateio)\b)(?=.*?\b(superação\ da\ Súmula\ 421|Súmula\ 421\ do\ STJ)\b)(?=.*?\b(RE\ 1140005|Tema\ 1002)\b)(?=.*?\b(recebimento\ de\ honorários\ pela\ Defensoria|pagamento\ de\ honorários\ à\ Defensoria)\b)(?=.*?\b(ausência\ de\ subordinação\ ao\ Poder\ Executivo|órgão\ constitucional\ autônomo)\b)(?=.*?\b(preclusão\ ou\ coisa\ julgada|modulação\ dos\ efeitos|trânsito\ em\ julgado|segurança\ jurídica)\b)
STF,1011,"(seguro habitacional OU seguro de mútuo habitacional OU contrato de seguro habitacional OU seguro vinculado ao SFH) E (Sistema Financeiro da Habitação OU SFH OU financiamento habitacional) E (Caixa Econômica Federal OU CEF) E (FCVS OU Fundo de Compensação de Variações Salariais OU administradora do FCVS) E (interesse jurídico OU interesse processual da CEF OU interesse da União OU intervenção da CEF) E (assistência simples OU assistência litisconsorcial OU terceiro interessado OU intervenção de terceiros OU ingresso na lide) E (Justiça Federal OU competência da Justiça Federal OU competência federal) E (Justiça Estadual OU Justiça Comum Estadual OU competência estadual) E (art. 109, inciso I, da Constituição OU art. 109, I, da CF OU 109, I) E (seguro OU apólice pública OU seguro público habitacional OU cobertura securitária do SFH) E (ação securitária OU demanda securitária OU indenização securitária) E (vício construtivo OU defeito de construção OU dano OU sinistro) E (MP 513/2010 OU Medida Provisória 513/2010 OU Lei 12.409/2011 OU MP 633/2013 OU Lei 13.000/2014) E (processo em trâmite OU fase de conhecimento OU sentença de mérito)",TRÂNSITO EM JULGADO,"(?=.*?\b(contrato\ de\ seguro\ habitacional|seguro\ de\ mútuo\ habitacional|seguro\ vinculado\ ao\ SFH|seguro\ habitacional)\b)(?=.*?\b(Sistema\ Financeiro\ da\ Habitação|financiamento\ habitacional|SFH)\b)(?=.*?\b(Caixa\ Econômica\ Federal|CEF)\b)(?=.*?\b(Fundo\ de\ Compensação\ de\ Variações\ Salariais|administradora\ do\ FCVS|FCVS)\b)(?=.*?\b(interesse\ processual\ da\ CEF|interesse\ jurídico|interesse\ da\ União|intervenção\ da\ CEF)\b)(?=.*?\b(assistência\ litisconsorcial|intervenção\ de\ terceiros|terceiro\ interessado|assistência\ simples|ingresso\ na\ lide)\b)(?=.*?\b(competência\ da\ Justiça\ Federal|competência\ federal|Justiça\ Federal)\b)(?=.*?\b(Justiça\ Comum\ Estadual|competência\ estadual|Justiça\ Estadual)\b)(?=.*?\b(art\.\ 109,\ inciso\ I,\ da\ Constituição|art\.\ 109,\ I,\ da\ CF|109,\ I)\b)(?=.*?\b(cobertura\ securitária\ do\ SFH|seguro\ público\ habitacional|apólice\ pública|seguro)\b)(?=.*?\b(indenização\ securitária|demanda\ securitária|ação\ securitária)\b)(?=.*?\b(defeito\ de\ construção|vício\ construtivo|sinistro|dano)\b)(?=.*?\b(Medida\ Provisória\ 513/2010|Lei\ 12\.409/2011|Lei\ 13\.000/2014|MP\ 513/2010|MP\ 633/2013)\b)(?=.*?\b(fase\ de\ conhecimento|processo\ em\ trâmite|sentença\ de\ mérito)\b)"
STF,1016,(depósito judicial OU depósito em juízo OU depósitos judiciais OU valores depositados judicialmente OU numerário depositado em juízo) E (correção monetária OU atualização monetária OU índice de correção monetária OU recomposição inflacionária) E (expurgos inflacionários OU planos econômicos OU perdas inflacionárias OU índices expurgados) E (conta judicial OU conta vinculada judicial OU levantamento de depósito judicial) E (instituição financeira OU instituição financeira depositária OU banco depositário OU banco OU agente financeiro) E (atualização do depósito judicial OU remuneração do depósito judicial OU rendimento do depósito judicial) E (direito adquirido OU ato jurídico perfeito OU coisa julgada OU segurança jurídica) E (art. 5º inciso XXXVI da Constituição OU garantia do direito adquirido) E (devido processo legal OU contraditório OU ampla defesa OU art. 5º LIV e LV da Constituição) E (índice oficial OU índice oficial de correção OU índice inflacionário OU índice de atualização) E (Plano Bresser OU Plano Verão OU Plano Collor I OU Plano Collor II) E (IPC OU INPC OU BTN OU BTNF OU TR OU índice de preços ao consumidor) E (RE 1141156 OU Tema 1016) E (suspensão nacional OU suspensão nacional dos processos OU suspensão dos feitos,SUSPENSÃO NACIONAL SEM JULGAMENTO DEFINITIVO E SEM TRÂNSITO EM JULGADO,(?=.*?\b(valores\ depositados\ judicialmente|numerário\ depositado\ em\ juízo|depósitos\ judiciais|depósito\ judicial|depósito\ em\ juízo)\b)(?=.*?\b(índice\ de\ correção\ monetária|recomposição\ inflacionária|atualização\ monetária|correção\ monetária)\b)(?=.*?\b(expurgos\ inflacionários|perdas\ inflacionárias|índices\ expurgados|planos\ econômicos)\b)(?=.*?\b(levantamento\ de\ depósito\ judicial|conta\ vinculada\ judicial|conta\ judicial)\b)(?=.*?\b(instituição\ financeira\ depositária|instituição\ financeira|banco\ depositário|agente\ financeiro|banco)\b)(?=.*?\b(atualização\ do\ depósito\ judicial|remuneração\ do\ depósito\ judicial|rendimento\ do\ depósito\ judicial)\b)(?=.*?\b(ato\ jurídico\ perfeito|segurança\ jurídica|direito\ adquirido|coisa\ julgada)\b)(?=.*?\b(art\.\ 5º\ inciso\ XXXVI\ da\ Constituição|garantia\ do\ direito\ adquirido)\b)(?=.*?\b(art\.\ 5º\ LIV\ e\ LV\ da\ Constituição|devido\ processo\ legal|contraditório|ampla\ defesa)\b)(?=.*?\b(índice\ oficial\ de\ correção|índice\ de\ atualização|índice\ inflacionário|índice\ oficial)\b)(?=.*?\b(Plano\ Collor\ II|Plano\ Collor\ I|Plano\ Bresser|Plano\ Verão)\b)(?=.*?\b(índice\ de\ preços\ ao\ consumidor|INPC|BTNF|IPC|BTN|TR)\b)(?=.*?\b(RE\ 1141156|Tema\ 1016)\b)
STF,106,"(competência da Justiça do Trabalho OU competência trabalhista OU incompetência da Justiça do Trabalho) E (competência da Justiça Federal OU competência da Justiça Comum Federal OU regime jurídico único) E (Lei 8.112/1990 OU RJU OU instituição do regime jurídico único) E (servidor público federal OU servidor da Justiça Eleitoral OU servidor estatutário) E (decisão transitada em julgado OU coisa julgada OU título executivo judicial) E (execução de sentença OU cumprimento de sentença OU efeitos da sentença trabalhista) E (reajuste de 84,32% OU IPC de março de 1990 OU Plano Collor OU índice de 84,32%) E (extensão de reajuste OU equiparação remuneratória OU princípio da isonomia) E (art. 884 § 5º da CLT OU inexigibilidade do título judicial OU título fundado em norma inconstitucional) E (declaração de insubsistência do título executivo OU desconstituição do título judicial) E (mudança de regime jurídico OU transposição para regime estatutário) E (Justiça Eleitoral OU Tribunal Regional Eleitoral OU servidores eleitorais) E (União OU Fazenda Pública Federal OU Advocacia-Geral da União) E (competência superveniente OU definição de competência jurisdicional) E (coisa julgada inconstitucional OU relativização da coisa julgada OU controle de constitucionalidade na execução) E (segurança jurídica OU direito adquirido OU devido processo legal) E (RE 590880 OU Tema 106 OU repercussão geral) E (sentença trabalhista anterior ao RJU OU efeitos posteriores ao RJU)",STF NÃO DEFNIU A TESE DO TEMA MAS JÁ JULGOU EM 2020. Esse tema não parece aplicável na Justiça estadual.,"(?=.*?\b(incompetência\ da\ Justiça\ do\ Trabalho|competência\ da\ Justiça\ do\ Trabalho|competência\ trabalhista)\b)(?=.*?\b(competência\ da\ Justiça\ Comum\ Federal|competência\ da\ Justiça\ Federal|regime\ jurídico\ único)\b)(?=.*?\b(instituição\ do\ regime\ jurídico\ único|Lei\ 8\.112/1990|RJU)\b)(?=.*?\b(servidor\ da\ Justiça\ Eleitoral|servidor\ público\ federal|servidor\ estatutário)\b)(?=.*?\b(decisão\ transitada\ em\ julgado|título\ executivo\ judicial|coisa\ julgada)\b)(?=.*?\b(efeitos\ da\ sentença\ trabalhista|cumprimento\ de\ sentença|execução\ de\ sentença)\b)(?=.*?\b(IPC\ de\ março\ de\ 1990|reajuste\ de\ 84,32%|índice\ de\ 84,32%|Plano\ Collor)\b)(?=.*?\b(equiparação\ remuneratória|princípio\ da\ isonomia|extensão\ de\ reajuste)\b)(?=.*?\b(título\ fundado\ em\ norma\ inconstitucional|inexigibilidade\ do\ título\ judicial|art\.\ 884\ §\ 5º\ da\ CLT)\b)(?=.*?\b(declaração\ de\ insubsistência\ do\ título\ executivo|desconstituição\ do\ título\ judicial)\b)(?=.*?\b(transposição\ para\ regime\ estatutário|mudança\ de\ regime\ jurídico)\b)(?=.*?\b(Tribunal\ Regional\ Eleitoral|servidores\ eleitorais|Justiça\ Eleitoral)\b)(?=.*?\b(Advocacia\-Geral\ da\ União|Fazenda\ Pública\ Federal|União)\b)(?=.*?\b(definição\ de\ competência\ jurisdicional|competência\ superveniente)\b)(?=.*?\b(controle\ de\ constitucionalidade\ na\ execução|coisa\ julgada\ inconstitucional|relativização\ da\ coisa\ julgada)\b)(?=.*?\b(devido\ processo\ legal|segurança\ jurídica|direito\ adquirido)\b)(?=.*?\b(repercussão\ geral|RE\ 590880|Tema\ 106)\b)(?=.*?\b(sentença\ trabalhista\ anterior\ ao\ RJU|efeitos\ posteriores\ ao\ RJU)\b)"
STF,1075,(ação civil pública OU ACP OU processo coletivo OU tutela coletiva) E (coisa julgada erga omnes OU eficácia erga omnes OU efeitos da sentença coletiva OU alcance da sentença coletiva) E (art. 16 da Lei 7.347/1985 OU artigo 16 da LACP OU Lei da Ação Civil Pública) E (Lei 9.494/1997 OU alteração do art. 16 OU limitação territorial da coisa julgada) E (inconstitucionalidade do art. 16 OU repristinação da redação original OU controle de constitucionalidade) E (limitação territorial dos efeitos da sentença OU restrição territorial da coisa julgada OU competência territorial do órgão prolator) E (interesses difusos OU interesses coletivos OU direitos individuais homogêneos OU direitos metaindividuais) E (efetividade da tutela coletiva OU acesso à justiça OU proteção coletiva de direitos) E (ação coletiva de consumo OU Código de Defesa do Consumidor OU CDC) E (art. 93 inciso II do CDC OU competência para ações coletivas nacionais OU competência para ações coletivas regionais) E (efeitos nacionais da sentença OU efeitos regionais da sentença OU abrangência nacional da decisão) E (prevenção do juízo OU juízo prevento OU prevenção em ações coletivas) E (demandas conexas OU múltiplas ações civis públicas OU conexão entre ações coletivas) E (foro competente OU competência nacional OU competência regional) E (substituição processual OU legitimidade coletiva OU legitimidade extraordinária) E (Ministério Público OU associação civil OU IDEC OU legitimados coletivos OU parte legítima) E (segurança jurídica OU isonomia OU eficiência da prestação jurisdicional OU tutela jurisdicional efetiva) E (fragmentação da tutela coletiva OU pulverização de demandas OU decisões conflitantes) E (RE 1101937 OU Tema 1075 OU repercussão geral) E (REsp 1243887/PR OU recurso repetitivo E (ação coletiva nacional OU ação coletiva regional OU tutela de alcance nacional) E (sentença coletiva OU decisão coletiva OU eficácia subjetiva da sentença) E (competência concorrente entre capitais OU Distrito Federal OU foro de abrangência nacional),,(?=.*?\b(ação\ civil\ pública|processo\ coletivo|tutela\ coletiva|ACP)\b)(?=.*?\b(efeitos\ da\ sentença\ coletiva|alcance\ da\ sentença\ coletiva|coisa\ julgada\ erga\ omnes|eficácia\ erga\ omnes)\b)(?=.*?\b(art\.\ 16\ da\ Lei\ 7\.347/1985|Lei\ da\ Ação\ Civil\ Pública|artigo\ 16\ da\ LACP)\b)(?=.*?\b(limitação\ territorial\ da\ coisa\ julgada|alteração\ do\ art\.\ 16|Lei\ 9\.494/1997)\b)(?=.*?\b(repristinação\ da\ redação\ original|inconstitucionalidade\ do\ art\.\ 16|controle\ de\ constitucionalidade)\b)(?=.*?\b(limitação\ territorial\ dos\ efeitos\ da\ sentença|competência\ territorial\ do\ órgão\ prolator|restrição\ territorial\ da\ coisa\ julgada)\b)(?=.*?\b(direitos\ individuais\ homogêneos|direitos\ metaindividuais|interesses\ coletivos|interesses\ difusos)\b)(?=.*?\b(efetividade\ da\ tutela\ coletiva|proteção\ coletiva\ de\ direitos|acesso\ à\ justiça)\b)(?=.*?\b(Código\ de\ Defesa\ do\ Consumidor|ação\ coletiva\ de\ consumo|CDC)\b)(?=.*?\b(competência\ para\ ações\ coletivas\ nacionais|competência\ para\ ações\ coletivas\ regionais|art\.\ 93\ inciso\ II\ do\ CDC)\b)(?=.*?\b(abrangência\ nacional\ da\ decisão|efeitos\ nacionais\ da\ sentença|efeitos\ regionais\ da\ sentença)\b)(?=.*?\b(prevenção\ em\ ações\ coletivas|prevenção\ do\ juízo|juízo\ prevento)\b)(?=.*?\b(múltiplas\ ações\ civis\ públicas|conexão\ entre\ ações\ coletivas|demandas\ conexas)\b)(?=.*?\b(competência\ nacional|competência\ regional|foro\ competente)\b)(?=.*?\b(legitimidade\ extraordinária|substituição\ processual|legitimidade\ coletiva)\b)(?=.*?\b(legitimados\ coletivos|Ministério\ Público|associação\ civil|parte\ legítima|IDEC)\b)(?=.*?\b(eficiência\ da\ prestação\ jurisdicional|tutela\ jurisdicional\ efetiva|segurança\ jurídica|isonomia)\b)(?=.*?\b(fragmentação\ da\ tutela\ coletiva|pulverização\ de\ demandas|decisões\ conflitantes)\b)(?=.*?\b(repercussão\ geral|RE\ 1101937|Tema\ 1075)\b)(?=.*?\b(recurso\ repetitivo\ E\ \(ação\ coletiva\ nacional|tutela\ de\ alcance\ nacional|ação\ coletiva\ regional|REsp\ 1243887/PR)\b)(?=.*?\b(eficácia\ subjetiva\ da\ sentença|sentença\ coletiva|decisão\ coletiva)\b)(?=.*?\b(competência\ concorrente\ entre\ capitais|foro\ de\ abrangência\ nacional|Distrito\ Federal)\b)
STF,1079,(art. 165-A do CTB OU artigo 165-A do Código de Trânsito Brasileiro OU Lei 13.281/2016) E (recusa ao bafômetro OU recusa ao etilômetro OU recusa ao teste de alcoolemia OU recusa ao teste do bafômetro) E (infração autônoma de trânsito OU infração administrativa autônoma OU infração por recusa) E (sanção administrativa de trânsito OU penalidade administrativa OU medidas administrativas de trânsito) E (influência de álcool OU alcoolemia OU embriaguez ao volante OU condução sob efeito de álcool) E (substância psicoativa OU influência de substância psicoativa OU alteração da capacidade psicomotora) E (art. 277 do CTB OU §§ 2º e 3º do art. 277 OU fiscalização de alcoolemia) E (Lei Seca OU política de combate à embriaguez ao volante OU segurança viária) E (direito ao silêncio OU nemo tenetur se detegere OU não autoincriminação OU vedação à autoincriminação) E (presunção de inocência OU garantia constitucional do acusado OU direitos fundamentais do condutor) E (liberdade de locomoção OU direito de ir e vir OU restrição administrativa à condução) E (razoabilidade OU proporcionalidade OU adequação da medida administrativa) E (poder de polícia de trânsito OU fiscalização de trânsito OU atividade fiscalizatória estatal) E (condutor de veículo automotor OU motorista OU habilitado) E (CNH OU suspensão do direito de dirigir OU processo administrativo de trânsito) E (multa por recusa ao bafômetro OU penalidade do art. 165-A OU recolhimento da CNH) E (teste de alcoolemia OU exame toxicológico OU prova da embriaguez) E (Conselho Nacional de Trânsito OU CONTRAN OU normas de fiscalização de trânsito) E (proteção da vida OU proteção da integridade física OU redução de acidentes de trânsito) E (RE 1224374 OU Tema 1079) E (constitucionalidade do art. 165-A OU constitucionalidade da penalidade por recusa OU validade da Lei 13.281/2016),TRÂNSITO EM JULGADO,(?=.*?\b(artigo\ 165\-A\ do\ Código\ de\ Trânsito\ Brasileiro|art\.\ 165\-A\ do\ CTB|Lei\ 13\.281/2016)\b)(?=.*?\b(recusa\ ao\ teste\ de\ alcoolemia|recusa\ ao\ teste\ do\ bafômetro|recusa\ ao\ etilômetro|recusa\ ao\ bafômetro)\b)(?=.*?\b(infração\ administrativa\ autônoma|infração\ autônoma\ de\ trânsito|infração\ por\ recusa)\b)(?=.*?\b(medidas\ administrativas\ de\ trânsito|sanção\ administrativa\ de\ trânsito|penalidade\ administrativa)\b)(?=.*?\b(condução\ sob\ efeito\ de\ álcool|embriaguez\ ao\ volante|influência\ de\ álcool|alcoolemia)\b)(?=.*?\b(influência\ de\ substância\ psicoativa|alteração\ da\ capacidade\ psicomotora|substância\ psicoativa)\b)(?=.*?\b(fiscalização\ de\ alcoolemia|§§\ 2º\ e\ 3º\ do\ art\.\ 277|art\.\ 277\ do\ CTB)\b)(?=.*?\b(política\ de\ combate\ à\ embriaguez\ ao\ volante|segurança\ viária|Lei\ Seca)\b)(?=.*?\b(vedação\ à\ autoincriminação|nemo\ tenetur\ se\ detegere|não\ autoincriminação|direito\ ao\ silêncio)\b)(?=.*?\b(garantia\ constitucional\ do\ acusado|direitos\ fundamentais\ do\ condutor|presunção\ de\ inocência)\b)(?=.*?\b(restrição\ administrativa\ à\ condução|liberdade\ de\ locomoção|direito\ de\ ir\ e\ vir)\b)(?=.*?\b(adequação\ da\ medida\ administrativa|proporcionalidade|razoabilidade)\b)(?=.*?\b(atividade\ fiscalizatória\ estatal|poder\ de\ polícia\ de\ trânsito|fiscalização\ de\ trânsito)\b)(?=.*?\b(condutor\ de\ veículo\ automotor|habilitado|motorista)\b)(?=.*?\b(processo\ administrativo\ de\ trânsito|suspensão\ do\ direito\ de\ dirigir|CNH)\b)(?=.*?\b(multa\ por\ recusa\ ao\ bafômetro|penalidade\ do\ art\.\ 165\-A|recolhimento\ da\ CNH)\b)(?=.*?\b(teste\ de\ alcoolemia|prova\ da\ embriaguez|exame\ toxicológico)\b)(?=.*?\b(normas\ de\ fiscalização\ de\ trânsito|Conselho\ Nacional\ de\ Trânsito|CONTRAN)\b)(?=.*?\b(redução\ de\ acidentes\ de\ trânsito|proteção\ da\ integridade\ física|proteção\ da\ vida)\b)(?=.*?\b(RE\ 1224374|Tema\ 1079)\b)(?=.*?\b(constitucionalidade\ da\ penalidade\ por\ recusa|constitucionalidade\ do\ art\.\ 165\-A|validade\ da\ Lei\ 13\.281/2016)\b)
STF,1102,(revisão da vida toda OU revisão da vida inteira OU tese da revisão da vida toda) E (benefício previdenciário OU aposentadoria OU benefício do RGPS) E (salário de benefício OU cálculo da renda mensal inicial OU RMI) E (art. 29 incisos I e II da Lei 8.213/1991 OU regra definitiva do art. 29 OU regra permanente de cálculo) E (art. 3º da Lei 9.876/1999 OU regra de transição da Lei 9.876/1999 OU período básico de cálculo) E (Lei 8.213/1991 OU Lei de Benefícios da Previdência Social) E (Lei 9.876/1999 OU reforma do cálculo dos benefícios previdenciários) E (segurado do INSS OU segurado do RGPS OU filiado ao regime geral) E (contribuições anteriores a julho de 1994 OU histórico contributivo completo OU período contributivo integral) E (regra de cálculo OU opção pela regra definitiva OU escolha do regime de cálculo) E (constitucionalidade do art. 3º da Lei 9.876/1999 OU observância cogente da regra transitória) E (direito adquirido OU segurança jurídica OU proteção da confiança legítima) E (ADI 2110 OU ADI 2111 OU controle concentrado de constitucionalidade) E (Tema 1102 OU RE 1276977 OU repercussão geral) E (cancelamento da tese anterior OU superação do entendimento anterior OU nova tese do Tema 1102) E (modulação dos efeitos OU efeitos prospectivos OU modulação temporal) E (irrepetibilidade dos valores recebidos OU devolução de valores previdenciários OU repetição de indébito previdenciário) E (decisão judicial definitiva OU decisão provisória OU tutela judicial previdenciária) E (honorários sucumbenciais OU custas processuais OU perícia contábil) E (até 05/04/2024 OU processos em curso sobre revisão da vida toda) E (Emenda Constitucional 103/2019 OU Reforma da Previdência) E (Administração Pública OU vinculação dos órgãos do Poder Judiciário OU observância obrigatória do precedente) E (revogação da suspensão dos processos OU retomada da tramitação dos feitos),TRÂNSITO EM JULGADO,(?=.*?\b(tese\ da\ revisão\ da\ vida\ toda|revisão\ da\ vida\ inteira|revisão\ da\ vida\ toda)\b)(?=.*?\b(benefício\ previdenciário|benefício\ do\ RGPS|aposentadoria)\b)(?=.*?\b(cálculo\ da\ renda\ mensal\ inicial|salário\ de\ benefício|RMI)\b)(?=.*?\b(art\.\ 29\ incisos\ I\ e\ II\ da\ Lei\ 8\.213/1991|regra\ definitiva\ do\ art\.\ 29|regra\ permanente\ de\ cálculo)\b)(?=.*?\b(regra\ de\ transição\ da\ Lei\ 9\.876/1999|art\.\ 3º\ da\ Lei\ 9\.876/1999|período\ básico\ de\ cálculo)\b)(?=.*?\b(Lei\ de\ Benefícios\ da\ Previdência\ Social|Lei\ 8\.213/1991)\b)(?=.*?\b(reforma\ do\ cálculo\ dos\ benefícios\ previdenciários|Lei\ 9\.876/1999)\b)(?=.*?\b(filiado\ ao\ regime\ geral|segurado\ do\ INSS|segurado\ do\ RGPS)\b)(?=.*?\b(contribuições\ anteriores\ a\ julho\ de\ 1994|histórico\ contributivo\ completo|período\ contributivo\ integral)\b)(?=.*?\b(escolha\ do\ regime\ de\ cálculo|opção\ pela\ regra\ definitiva|regra\ de\ cálculo)\b)(?=.*?\b(constitucionalidade\ do\ art\.\ 3º\ da\ Lei\ 9\.876/1999|observância\ cogente\ da\ regra\ transitória)\b)(?=.*?\b(proteção\ da\ confiança\ legítima|segurança\ jurídica|direito\ adquirido)\b)(?=.*?\b(controle\ concentrado\ de\ constitucionalidade|ADI\ 2110|ADI\ 2111)\b)(?=.*?\b(repercussão\ geral|RE\ 1276977|Tema\ 1102)\b)(?=.*?\b(superação\ do\ entendimento\ anterior|cancelamento\ da\ tese\ anterior|nova\ tese\ do\ Tema\ 1102)\b)(?=.*?\b(modulação\ dos\ efeitos|efeitos\ prospectivos|modulação\ temporal)\b)(?=.*?\b(irrepetibilidade\ dos\ valores\ recebidos|devolução\ de\ valores\ previdenciários|repetição\ de\ indébito\ previdenciário)\b)(?=.*?\b(tutela\ judicial\ previdenciária|decisão\ judicial\ definitiva|decisão\ provisória)\b)(?=.*?\b(honorários\ sucumbenciais|custas\ processuais|perícia\ contábil)\b)(?=.*?\b(processos\ em\ curso\ sobre\ revisão\ da\ vida\ toda|até\ 05/04/2024)\b)(?=.*?\b(Emenda\ Constitucional\ 103/2019|Reforma\ da\ Previdência)\b)(?=.*?\b(vinculação\ dos\ órgãos\ do\ Poder\ Judiciário|observância\ obrigatória\ do\ precedente|Administração\ Pública)\b)(?=.*?\b(revogação\ da\ suspensão\ dos\ processos|retomada\ da\ tramitação\ dos\ feitos)\b)
STF,1132,(Agente Comunitário de Saúde OU ACS OU agente comunitário) E (Agente de Combate às Endemias OU ACE OU agente de endemias) E (piso salarial nacional OU piso nacional dos ACS e ACE OU piso remuneratório nacional) E (art. 198 § 5º da Constituição OU financiamento federal dos ACS e ACE OU política nacional de atenção básica) E (Emenda Constitucional 63/2010 OU EC 63/2010) E (Emenda Constitucional 120/2022 OU EC 120/2022) E (Lei 12.994/2014 OU instituição do piso nacional) E (servidor estatutário OU regime estatutário OU vínculo estatutário municipal) E (ente subnacional OU município OU estado OU Distrito Federal) E (constitucionalidade do piso nacional OU aplicação obrigatória do piso OU observância do piso nacional) E (vencimento básico OU vencimento do cargo OU remuneração do servidor) E (remuneração mínima OU piso remuneratório OU alcance da expressão piso salarial) E (gratificação por avanço de competências OU avanço de competências OU composição da remuneração) E (Lei 11.350/2006 OU regime jurídico dos agentes de saúde) E (Lei 13.708/2018 OU valorização dos agentes comunitários e de endemias) E (Lei 14.536/2023 OU direitos dos agentes comunitários de saúde) E (autonomia municipal OU pacto federativo OU competência legislativa local) E (ônus financeiro da União OU complementação financeira da União OU assistência financeira complementar) E (diferença entre o piso nacional e a legislação municipal OU complementação do piso salarial) E (irredutibilidade de vencimentos OU valorização dos servidores públicos OU política remuneratória) E (art. 37 inciso X da Constituição OU revisão geral da remuneração) E (art. 39 da Constituição OU regime jurídico dos servidores públicos) E (RE 1279765 OU Tema 1132),TRÂNSITO EM JULGADO,(?=.*?\b(Agente\ Comunitário\ de\ Saúde|agente\ comunitário|ACS)\b)(?=.*?\b(Agente\ de\ Combate\ às\ Endemias|agente\ de\ endemias|ACE)\b)(?=.*?\b(piso\ nacional\ dos\ ACS\ e\ ACE|piso\ remuneratório\ nacional|piso\ salarial\ nacional)\b)(?=.*?\b(financiamento\ federal\ dos\ ACS\ e\ ACE|política\ nacional\ de\ atenção\ básica|art\.\ 198\ §\ 5º\ da\ Constituição)\b)(?=.*?\b(Emenda\ Constitucional\ 63/2010|EC\ 63/2010)\b)(?=.*?\b(Emenda\ Constitucional\ 120/2022|EC\ 120/2022)\b)(?=.*?\b(instituição\ do\ piso\ nacional|Lei\ 12\.994/2014)\b)(?=.*?\b(vínculo\ estatutário\ municipal|servidor\ estatutário|regime\ estatutário)\b)(?=.*?\b(ente\ subnacional|Distrito\ Federal|município|estado)\b)(?=.*?\b(constitucionalidade\ do\ piso\ nacional|aplicação\ obrigatória\ do\ piso|observância\ do\ piso\ nacional)\b)(?=.*?\b(remuneração\ do\ servidor|vencimento\ do\ cargo|vencimento\ básico)\b)(?=.*?\b(alcance\ da\ expressão\ piso\ salarial|remuneração\ mínima|piso\ remuneratório)\b)(?=.*?\b(gratificação\ por\ avanço\ de\ competências|composição\ da\ remuneração|avanço\ de\ competências)\b)(?=.*?\b(regime\ jurídico\ dos\ agentes\ de\ saúde|Lei\ 11\.350/2006)\b)(?=.*?\b(valorização\ dos\ agentes\ comunitários\ e\ de\ endemias|Lei\ 13\.708/2018)\b)(?=.*?\b(direitos\ dos\ agentes\ comunitários\ de\ saúde|Lei\ 14\.536/2023)\b)(?=.*?\b(competência\ legislativa\ local|autonomia\ municipal|pacto\ federativo)\b)(?=.*?\b(assistência\ financeira\ complementar|complementação\ financeira\ da\ União|ônus\ financeiro\ da\ União)\b)(?=.*?\b(diferença\ entre\ o\ piso\ nacional\ e\ a\ legislação\ municipal|complementação\ do\ piso\ salarial)\b)(?=.*?\b(valorização\ dos\ servidores\ públicos|irredutibilidade\ de\ vencimentos|política\ remuneratória)\b)(?=.*?\b(art\.\ 37\ inciso\ X\ da\ Constituição|revisão\ geral\ da\ remuneração)\b)(?=.*?\b(regime\ jurídico\ dos\ servidores\ públicos|art\.\ 39\ da\ Constituição)\b)(?=.*?\b(RE\ 1279765|Tema\ 1132)\b)
